name,category,link,topics,country,region_africa,region_asia,region_easteurope,region_latinamerica,region_westeurope,year_start,year_end,availability,registration,license,file_codebook,file_csv,file_dta,file_sav,file_excel,file_r,file_zip,variable_countryname,variable_year,variable_cow,doi_article,doi_dataset,revised,note
Foundations of Rebel Group Emergence,international relations,https://www.jessicamaves.com/forge.html,rebel group,,1,1,1,1,1,1946,2011,online,no,,https://www.jessicamaves.com/uploads/1/2/8/8/12887895/forge_codebook_public.pdf,,https://www.jessicamaves.com/uploads/1/2/8/8/12887895/forge_v1.0_public.dta,,https://www.jessicamaves.com/uploads/1/2/8/8/12887895/forge_v1.0_public.xlsx,,,cname,foundyear,ccode,,,20190322,
Fractionalization,other,http://www.anderson.ucla.edu/faculty_pages/romain.wacziarg/papersum.html,"ethnicity, language, religion",,1,1,1,1,1,1979,2001,online,no,,,,,,,,,Date,Country,,10.1023/A:1024471506938,,20221204,
Fragile States Index,international relations,https://fragilestatesindex.org/,"security, human rights, inequality, state legitimacy, refugees",,1,1,1,1,1,2006,2022,online,no,,,,,,https://fragilestatesindex.org/wp-content/uploads/2022/07/fsi-2022-download.xlsx,,,Country,year,,,,20221207,
fRDB-IZA Social Reforms Database,policy,https://www.frdb.org/en/dati/frdb-iza-social-reforms-database/,labour market reforms,,0,0,0,0,1,1980,2007,online,yes,,,,,,,,,,,,,,20220809,
French Electoral Study,citizens,http://nesstar.sciences-po.fr/webview/,,FR,0,0,0,0,1,2007,2017,online,yes,,,,,,,,,,,,,,20190312,
From Empire to Nation-State,international relations,http://www.columbia.edu/~aw2951/Datasets.html,"war, civil war",,1,1,1,1,1,1816,2001,online,no,,http://www.columbia.edu/~aw2951/EmpireNSdataset.pdf,http://www.columbia.edu/~aw2951/WimmerMin1.0.xls,http://www.columbia.edu/~aw2951/WimmerMin1.0.dta,,,,,country,year,cowcode,10.1177/000312240607100601,,20221207,
Frozen conflicts in world politics,international relations,https://doi.org/10.1177%2F0022343320929726,"de facto states, enduring rivalries, frozen conflicts, militarized interstate disputes, strategic rivalries",,1,1,1,1,1,1946,2011,online,no,,,,,,,,,country_a,conflictstart_y,,10.1177/0022343320929726,,20220315,
Gender and Diplomatic Representation,international relations,https://www.gu.se/en/gendip/the-gendip-dataset-on-gender-and-diplomatic-representation,"gender, diplomacy, foreign missions, bilateral diplomacy",,1,1,1,1,1,1968,2021,online,no,,https://www.gu.se/sites/default/files/2023-06/GenDip_Dataset_Codebook_vJune23_2023-06-13.pdf,,,,https://www.qogdata.pol.gu.se/data/GenDip_Dataset_public_mainpostings_anonymous_1968-2021_2023-05-30.xlsx,,,cname_send,year,,,,20230726,
Gender and Religious Bias in the Indian Judiciary,other,http://www.devdatalab.org/judicial-bias-data,"gender, religiosity, judicial bias",IN,0,1,0,0,0,2010,2018,online,no,,,,,,,,,,,,,,20210214,
General Social Survey​,citizens,http://gss.norc.org/,,US,0,0,0,0,1,1972,2018,online,no,,,,,,,,,,,,,,20190321,
Geocoded Medicaid office locations in the United States,other,https://doi.org/10.7910/DVN/AVRHMI,"enrollment, caseworkers, administrative burdens, geocoding, equity",US,0,0,0,0,1,2021,2023,online,no,CC-BY-4.0,,,,,,,,,,,10.1016/j.dib.2024.110068,10.7910/DVN/AVRHMI,20240127,
Geocoded Peacekeeping Operations,international relations,https://doi.org/10.1177%2F0022343319871978,"civil conflict, peacekeeping, subnational data",,1,0,0,0,0,1994,2014,online,no,,,,,,,,,country,year,,10.1177/0022343319871978,,20220316,
Geopolitical Risk Index,international relations,https://www.matteoiacoviello.com/gpr_country.htm,risk,,1,1,1,1,1,1900,2022,online,no,,,,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.dta,,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,,,,,,10.1257/aer.20191823,,20220204,
German Bundestag Election Results at Constituency Level,elections,https://doi.org/10.7910/DVN/S1M6SA,"Bundestag, federal",DE,0,0,0,0,1,1949,2021,online,no,,,,,,,,,,election,,,10.7910/DVN/S1M6SA,20220629,
German Federal Courts Dataset,political institutions,http://www.richter-im-internet.de/,"federal court, law",DE,0,0,0,0,1,1950,2019,online,no,,,http://www.richter-im-internet.de/data/gvp.csv,,,http://www.richter-im-internet.de/data/gvp.xls,,,,jahr,,10.1111/jels.12230,,20190815,
German General Social Survey,citizens,https://www.gesis.org/en/allbus/allbus-home,"political attitudes, voting behavior, political participation, socio-demographic characteristics",DE,0,0,0,0,1,1980,2021,online,yes,,,,,,,,,,,,,10.4232/1.14002,20221107,
German Longitudinal Election Study,citizens,https://gles-en.eu/,"political attitudes, voting behavior, political participation, socio-demographic characteristics",DE,0,0,0,0,1,2002,2020,online,registration,,,,,,,,,,,,,,20210508,
German Party Finance Dataset,parties and politicians,https://www.marc-s-jacob.com/data/finance/,"party income, party finance, federal, state",DE,0,0,0,0,1,2009,2017,online,no,,,,,,,,,,year,,,10.7910/DVN/FSCDPI,20210519,
German Political Speeches Corpus and Visualization,political speeches and debates,http://adrien.barbaresi.eu/corpora/speeches/,"bundestag, chancellor",DE,0,0,0,0,1,1984,2017,online,no,,https://hal.archives-ouvertes.fr/hal-01798703/document,,,,,,,,,,,,20181215,
German Socio-Economic Panel,citizens,https://www.eui.eu/Research/Library/ResearchGuides/Economics/Statistics/DataPortal/GSOEP,political attitudes,DE,0,0,0,0,1,1984,2020,online,yes,,,,,,,,,,,,,,20220711,
GermaParl Corpus of Parliamentary Protocols,political speeches and debates,https://zenodo.org/record/7949074,"parliamentary debates, speakers, parliamentary groups",DE,0,0,0,0,1,1949,2021,online,no,,,,,,,,,,year,,,10.5281/zenodo.7949074,20230524,
Gibler-Miller-Little Militarized Interstate Dispute,international relations,http://svmiller.com/gml-mid-data/,international conflict,,1,1,1,1,1,1816,2010,online,no,,,,,,,,https://gml-mid-data.s3.us-east-2.amazonaws.com/2.1.1/gml-mid-data-2.1.1.zip,,year,,10.1093/isq/sqw045,,20190917,
Girl Child Soldier Dataset,international relations,https://www.prio.org/JPR/Datasets/,"girl fighters, girl soldiers, rebel groups",,1,1,1,1,1,1961,2011,online,no,,,,,,,,https://www.prio.org/utility/DownloadFile.ashx?id=24&type=replicationfile,side_a,year,cow,10.1177/0022343317752540,,20180504,
Global Abortion Incidence Dataset,other,https://osf.io/5k7fp/,"abortion, abortion incidence, reproductive health",,1,1,1,1,1,1989,2018,online,no,,,,,,,,,country,yearstart,,,,20210418,
Global Abortion Policies Database,policy,https://abortion-policies.srhr.org/,abortion,,1,1,1,1,1,2021,2021,online,no,,,,,,https://abortion-policies.srhr.org/documents/data/survey.xlsx,,,Country,,,,,20211014,
Global Contract-level Public Procurement Dataset,governance,https://doi.org/10.1016/j.dib.2024.110412,"public procurement, contracts, tenders, anti-corruption, market structure, public spending efficiency",,1,1,1,1,1,2006,2021,online,no,CC-BY-NC-3.0,,,,,,,,,,,10.1016/j.dib.2024.110412,10.17632/fwzpywbhgw.3,20240426,
Global Dataset on Turnout,elections,https://doi.org/10.7910/DVN/NYXHU9,"turnout, participation",,1,1,1,1,1,1945,2020,online,no,,,,,,,,,country,year,,10.1016/j.electstud.2023.102681,10.7910/DVN/NYXHU9,20231001,
Global Debt Database,economics,https://www.imf.org/external/datamapper/datasets/GDD,"private debt, household debt, public sector debt, government debt, gdp",,1,1,1,1,1,1950,2017,online,no,,,,,,http://www.imf.org/external/datamapper/GDD/GlobalDebtDatabase.xlsx,,http://www.imf.org/external/datamapper/GDD/GlobalDebtDatabase.zip,country,year,,,,20181220,
Global Dual Citizenship Database,other,https://macimide.maastrichtuniversity.nl/dual-cit-database/,"citizenship, nationality",,1,1,1,1,1,1960,2018,online,no,,,,,,,,,country,year,,,10.7910/DVN/TTMZ08,20190109,
Global Earnings Inequality Database,economics,https://sites.google.com/site/ollehammar85/data,"income distribution, inequality, earnings",,1,1,1,1,1,1970,2018,online,no,,,,,,,,,County,Year,,10.1093/ej/ueaa109,,20201125,
Global Elections Database,elections,http://www.globalelectionsdatabase.com/index.php/datasets,elections,,1,1,1,1,1,1944,2010,online,yes,,,,,,,,,cnty,year,,,,20221208,
Global Leader Ideology,political elites,https://www.bastianherre.com/data,"government, leaders, ideology",,1,1,1,1,1,1945,2020,online,no,,,,,,,,,country_name,year,country_code_cow,10.1017/S0007123422000217,10.7910/DVN/RTLDXF,20220707,
Global Media Freedom Dataset,media,http://faculty.uml.edu/Jenifer_whittenwoodring/MediaFreedomData_000.aspx,media freedom,,1,1,1,1,1,1948,2012,online,no,,https://faculty.uml.edu//Jenifer_whittenwoodring/documents/GuidelinesforusingtheGlobalMediaFreedomDataset_001.pdf,http://faculty.uml.edu/Jenifer_whittenwoodring/GMFD_V2.csv,,,,,,country,year,,10.1017/psrm.2015.68,,20221206,
Global Military Spending Dataset,international relations,https://doi.org/10.7910/DVN/RKJAKJ,military spending,,1,1,1,1,1,1816,2022,online,no,CC-BY-1.0,,,,,,,,,year,,10.1177/00220027241232964,10.7910/DVN/RKJAKJ,20240225,
Global Oil & Gas Features Database,environment,https://edx.netl.doe.gov/dataset/global-oil-gas-features-database,"oil, gas, energy",,1,1,1,1,1,2017,2017,online,no,,,,,,,,,MD_Country,,,,10.18141/1427300,20191219,
Global Party Survey,parties and politicians,https://www.globalpartysurvey.org/,"political parties, populism, party values, issue positions and rhetoric",,1,1,1,1,1,2019,2019,online,no,,,,,,,,,Country,,,10.1177/1354068820927686,10.7910/DVN/WMGTNS,20200707,
Global Populism Database,political elites,https://doi.org/10.7910/DVN/LFTQEZ,populism,,1,1,1,1,1,1934,2019,online,no,,,,,,,,,country,yearbegin,,,10.7910/DVN/LFTQEZ,20190717,
Global Power Plant Database,environment,http://datasets.wri.org/dataset/globalpowerplantdatabase,"energy, power plants",,1,1,1,1,1,1896,2018,online,no,,,,,,,,http://datasets.wri.org/dataset/540dcf46-f287-47ac-985d-269b04bea4c6/resource/c240ed2e-1190-4d7e-b1da-c66b72e08858/download/globalpowerplantdatabasev120,country_long,commissioning_year,,,,20191219,
Global Preferences Survey,citizens,https://www.briq-institute.org/global-preferences/downloads,"economic preferences, trust, altruism, risks, patience",,1,1,1,1,1,2012,2013,online,yes,,,,,,,,,country,,,,,20180623,
Global Repository of Income Dynamics,economics,https://www.grid-database.org/,inequality,,0,0,0,1,1,1983,2019,online,no,,,,,,,,,,year,,,,20221111,
Global State of Democracy,democracy,https://www.idea.int/gsod-indices/dataset-resources,"democracy, democratic rights",,1,1,1,1,1,1975,2021,online,no,,https://www.idea.int/gsod-indices/sites/default/files/inline-files/global-state-of-democracy-indices-codebook-v6.pdf,https://www.idea.int/gsod-indices/sites/default/files/gsodi_pv_1.csv,,https://www.idea.int/gsod-indices/sites/default/files/inline-files/gsodi_v6.1_1975_2021.csv,https://www.idea.int/gsod-indices/sites/default/files/inline-files/gsodi_v6.1_1975_2021.xlsx,,,ID_country_name,ID_year,,,,20230108,
Global State Revenues and Expenditures,economics,https://sites.google.com/a/thomaserichter.de/gsre/gsre-1-0,"public expenditures, public revenue, taxation, state spending",,1,1,1,1,1,1946,2012,online,no,,,,,,,,,country,year,cowcode,10.1177/2053168016666110,10.7802/1290,20220822,
Global Terrorism Database,international relations,http://www.start.umd.edu/gtd/,"terror, victims, attacks, casualties",,1,1,1,1,1,1970,2020,online,online form,,http://www.start.umd.edu/gtd/downloads/Codebook.pdf,,,,,,,,,,,,20221208,
Global Transitional Justice Dataset,international relations,https://www.tjdemstabilitylab.com/data.html,transitional justice,,1,1,1,1,1,1958,2016,online,no,,,,,,,,,Country,tyear,,10.1017/S1537592719000756,10.7910/DVN/1HCPSG,20190905,
Global Visa Cost Dataset,policy,http://www.migrationpolicycentre.eu/globalmobilities/dataset/,"visa costs, mobility, migration, tourism, visa waiver",,1,1,1,1,1,2019,2019,online,no,,,,,,http://www.migrationpolicycentre.eu/docs/GMP/GMP_GlobalVisaCostDataset_v1.0.xlsx,,,source,,,1814/66583,,20200401,
Global Work-Injury Policy Dataset,policy,https://doi.org/10.7910/DVN/IVKYIE,"work-injury law, welfare state, accident insurance, social insurance, industrial revolution",,1,1,1,1,1,2020,2020,online,no,CC-BY-1.0,https://www.socialpolicydynamics.de/f/eb5f6f0e54.pdf,,,,,,,country_name,,,,10.7910/DVN/IVKYIE,20240413,
Government Open Source Software Policies,policy,https://www.csis.org/programs/strategic-technologies-program/government-open-source-software-policies,open source software,,1,1,1,1,1,1999,2022,online,no,,,,,,,,,Country,Date,,,,20230119,
Government Religious Preference,other,https://www.thearda.com/Archive/Files/Descriptions/GRPCOMP.asp,religion,,1,1,1,1,1,1800,2015,online,no,,,,,,,,,,year,,,10.17605/OSF.IO/RUYZT,20220519,
Government Revenue Dataset,policy,https://www.wider.unu.edu/database/additional-data-files-grd,"government, revenue, tax effort",,1,1,1,1,1,1980,2019,online,no,,,,,,,,,country,year,,,,20230515,
Government-Sponsored Mass Expulsion,international relations,https://doi.org/10.1177/00223433211068633,"demographic engineering, ethnic cleansing, forced migration, mass expulsion",,1,1,1,1,1,1900,2020,online,no,,,,,,,,,exp_country,year_1,,10.1177/00223433211068633,,20231025,
Gridded global datasets for Gross Domestic Product and Human Development Index,economics,https://doi.org/10.1038/sdata.2018.4,"GDP, HDI, human development",,1,1,1,1,1,1990,2015,online,no,,,,,,,,,,,,10.1038/sdata.2018.4,10.5061/dryad.dk1j0,20220126,
Hansard Speeches and Sentiment,political speeches and debates,https://evanodell.com/projects/datasets/hansard-data/,"political speech, MPs, government, debate",GB,0,0,0,0,1,1979,2020,online,no,,,,,,,,,,,,,10.5281/zenodo.4061741,20201004,
Hellenic National Election Studies,citizens,http://www.elnes.gr/,,GR,0,0,0,0,1,2009,2013,online,no,,,,,,,,,,,,,,20181123,
High Casualty Terrorist Bombings,international relations,http://www.systemicpeace.org/inscrdata.html,bomb attacks,,1,1,1,1,1,1989,2021,online,no,,,,,,http://www.systemicpeace.org/inscr/HCTBSep2021list.xls,,,,YEAR,,,,20221208,
Historical Conflict Event Dataset,international relations,https://doi.org/10.7910/DVN/6ZFC0V,"conflict, interstate war, intrastate war, history, warfare, peace, security",,1,1,1,1,1,-1468,2003,online,no,,,,,,,,,,,,10.1177/00220027221119085,10.7910/DVN/6ZFC0V,20220911,
Historical Index of Ethnic Fractionalization,other,https://doi.org/10.7910/DVN/4JQRCL,"ethnic fractionalization, ethnic heterogeneity, ethnic diversity, Herfindahl Index",,1,1,1,1,1,1945,2013,online,no,,,,,,,,,Country,Year,,,10.7910/DVN/4JQRCL,20190726,
Historical Social Conflict Database,protest,https://www.unicaen.fr/hiscod/accueil.html,"sub-national, social conflict, riot, violence, protest",,1,1,1,1,1,1090,1890,online,no,,,https://raw.githubusercontent.com/hiscod/hiscod-project/main/data_csv/db_hiscod_csv_v1_en.csv,,,,,,country_name,year,,10.1017/S000305542300076X,,20230824,
Historical terrorist groups,international relations,https://jtschantret.com/data/,"terrorism, terrorist groups, democracy",,1,1,1,1,1,1860,1969,online,no,,,,,,https://jtschantret.files.wordpress.com/2019/08/terrorist-groups-7.xlsx,,,Country,StrYear,,10.1080/03050629.2019.1649259,,20190822,
Historical Varieties of Democracy,international relations,https://www.v-dem.net/en/historical/,"democracy, democratization, political institutions",,1,1,1,1,1,1789,1920,online,no,,,,,,,,http://ucdp.uu.se/downloads/views/run_10_2018.zip,,,,10.1177/0022343318823866,,20190515,
Hong Kong Political Prisoners,other,https://hkdc.us/political-prisoners-latest-update/,political prisoners,HK,0,1,0,0,0,2019,2022,online,no,,,,,,https://hkdc.us/wp-content/uploads/2022/05/HKPPD_ver1.1.xlsx,,,,,,,,20220610,
Human Capital Index,other,http://www.worldbank.org/en/publication/human-capital,human capital,,1,1,1,1,1,2018,2018,online,no,,,,,,https://development-data-hub-s3-public.s3.amazonaws.com/ddhfiles/144347/hcidataoctober2018.xlsx,,,Country Name,,,,,20190427,
Humanitarian Organisations Dataset,international relations,https://doi.org/10.1093/isq/sqac009,"humanitarian aid, nonstate actors",,1,1,1,1,1,1798,2017,online,no,,,,,,,,,,year,,10.1093/isq/sqac009,10.7910/DVN/52GFWC,20230216,
Icelandic National Election Study,citizens,http://fel.hi.is/icelandic_national_election_study_icenes,"Political attitudes, political participation, socio-demographic characteristics",IS,0,0,0,0,1,1983,2013,online,no,,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/ICENES_2013/icenes_2013_codebook_open_access_english_1release.pdf,,,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/ICENES_2013/icenes_2013_open_access_english_1release.sav,,,,,,,,,20180306,links are to 2013 codebook and data
Ill-Treatment and Torture,international relations,http://faculty.ucmerced.edu/cconrad2/Academic/Data.html,"human rights, torture",,1,1,1,1,1,1995,2005,online,no,,http://faculty.ucmerced.edu/cconrad2/Academic/Data_files/ITT_CY_UsersGuide19July11.pdf,,,,,,http://faculty.ucmerced.edu/cconrad2/Academic/Data_files/CY.zip,,year,cowccode,,,20220807,
IMF Programs and World Bank Projects,economics,https://www.awi.uni-heidelberg.de/professuren/intwipol/datasets_en.html,"IMF, World Bank, projects",,1,1,1,1,1,1970,2019,online,no,,,,,,http://axel-dreher.de/Dreher%20IMF%20and%20WB.xls,,,Country Name,,,10.1016/j.worlddev.2005.11.002,,20220815,
Immigrant Social Rights Dataset,policy,https://doi.org/10.1111/spol.12955,"immigration, immigration social rights, inequality",,0,1,1,1,1,1980,2018,online,"no, mail request",,,,,,,,,,,,10.1111/spol.12955,,20231002,
Immigration in Party Manifestos,parties and politicians,https://doi.org/10.1177%2F0010414019858936,"immigration politics, extreme right, migrant integration, party manifestos, cultural threat",,0,0,0,0,1,1960,2013,online,no,,,,,,,,,country,year,,10.1177/0010414019858936,,20190727,
Immigration Policies in Comparison,policy,http://www.impic-project.eu/data/,immigration policy,,0,1,1,0,1,1980,2010,online,no,,,,,,,,,,year,,10.1057/eps.2016.4,,20220910,
Imperial Roots of Global Trade,economics,https://www.wnvermeulen.com/empires/index.php,"imperial capital, empires, trade",,1,1,1,1,1,-2500,2007,online,no,,,,,,,,,country_name,empire_start,,10.1007/s10887-020-09174-7,,20200219,
Implementation of Pacts,international relations,https://www.pcr.uu.se/data/impact-dataset/,"power sharing, peace agreements, civil war, conflict resolution",,1,1,1,1,1,1990,2004,online,no,,https://www.pcr.uu.se/digitalAssets/153/c_153835-l_1-k_impact-codebook-final.pdf,,https://www.pcr.uu.se/digitalAssets/153/c_153835-l_1-k_impact-version2.0.dta,,https://www.pcr.uu.se/digitalAssets/153/c_153835-l_1-k_impact--version2.0.xls,,,Country_name,PA_year,,10.1080/07388940802218945,,20180830,
Incarceration Trends Dataset,other,https://github.com/vera-institute/incarceration_trends,"prison, incarceration, crime",US,0,0,0,0,1,1970,2015,online,no,,https://github.com/vera-institute/incarceration_trends/blob/master/incarceration_trends-Codebook.pdf?raw=true,https://github.com/vera-institute/incarceration_trends/blob/master/incarceration_trends.csv?raw=true,,,https://github.com/vera-institute/incarceration_trends/blob/master/incarceration_trends.xlsx?raw=true,,,,year,,,,20181219,
Inequality and Direct Democracy: European Referenda,elections,https://www.goethe-university-frankfurt.de/74273531/Inequality_and_Direct_Democracy_in_Europe,"inequality, referendum, direct democracy",,0,0,1,0,1,1990,2015,online,no,,https://www.fb03.uni-frankfurt.de/94801264/EQUALITY_Codebook_European_Referenda.pdf,https://www.goethe-university-frankfurt.de/94801488/EQUALITY_European_Referenda.csv,,,,,,Country,Year,,,,20201223,
Inequality and Direct Democracy: International Referenda,elections,https://www.goethe-university-frankfurt.de/74273531/Inequality_and_Direct_Democracy_in_Europe,"inequality, referendum, direct democracy",,1,1,0,1,0,1990,2015,online,no,,https://www.fb03.uni-frankfurt.de/94801371/EQUALITY_Codebook_International_Referenda.pdf,https://www.goethe-university-frankfurt.de/94801595/EQUALITY_International_Referenda.csv,,,,,,Country,Year,,,,20201223,
Infrastructure Database,policy,https://www.hsph.harvard.edu/david-canning/data-sets/,"infrastructure, paved roads, telephone main lines, electricity generating capacity, railway lines",,1,1,1,1,1,1950,2005,online,no,,https://cdn1.sph.harvard.edu/wp-content/uploads/sites/241/2012/10/A_Database_of_World_Stocks_of_Infrastructure.doc,,,,,,,,,,10.1093/wber/12.3.529,,20180529,
Institute for the Study of Citizens and Politics Panel,citizens,https://doi.org/10.7910/DVN/CYISG1,"political attitudes, immigration, prejudice, media",US,0,0,0,0,1,2012,2020,online,no,,,,,,,,,,,,,10.7910/DVN/CYISG1,20220216,
"Institutional Characteristics of Trade Unions, Wage Setting, State Intervention and Social Pacts",political institutions,http://www.uva-aias.net/en/ictwss,"trade unions, wage setting, state intervention, social pacts",,1,1,1,1,1,1960,2018,online,no,,https://aias.s3.eu-central-1.amazonaws.com/website/uploads/20191107_ICTWSS_6_1_Codebook.pdf,,,,https://aias.s3.eu-central-1.amazonaws.com/website/uploads/20191107_ICTWSS_6_1_Dataset.xlsx,,,country,year,,,,20230515,
Institutions and Elections Project,political institutions,https://havardhegre.net/iaep/,"institutions, elections",,1,1,1,1,1,1960,2012,online,no,,https://havardhegre.files.wordpress.com/2015/06/users_manual_iaep.pdf,,,,,,,cname,year,,10.1177/2053168015579120,,20221120,
Intergovernmental Policy Output Dataset,policy,https://doi.org/10.1007/s11558-023-09492-6,"international organizations, policy targets, policy instruments",,1,1,1,1,1,1980,2015,forthcoming,,,,,,,,,,,,,10.1007/s11558-023-09492-6,,20230608,
International Crisis Behaviors Events,international relations,https://www.crisisevents.org/,"international crises, narratives",,1,1,1,1,1,1918,2016,online,no,,,,,,,,,,,,,10.48550/arXiv.2202.07081,20220221,
International Cyber Expression Dataset,international relations,https://doi.org/10.1177/00223433231217656,"cyber conflict, cyber norms, discourse, international law",,1,1,1,1,1,,,forthcoming,,,,,,,,,,,,,10.1177/00223433231217656,,20240116,
International Environmental Agreements Database,environment,https://iea.uoregon.edu/,"agreements, pollution, energy, species, ocean, habitat",,1,1,1,1,1,1351,2019,online,no,,,,,,,,,,,,,,20191202,
International Military Intervention,international relations,https://www.k-state.edu/polsci/intervention/,"foreign military intervention, international military intervention, international conflict, use of force",,1,1,1,1,1,1946,2015,online,no,,https://www.k-state.edu/polsci/intervention/ICPSRCodebookforKisanganiPickering_1989-2005Data.doc,,,,https://www.k-state.edu/polsci/intervention/MergedIMIData1947-2005.xls,,,,,,,,20180409,
International Military Training Activities Database-USA,international relations,https://doi.org/10.1177%2F00223433211047715,"aid, coups, military training, security assistance, security cooperation",,1,1,1,1,1,1996,2016,online,no,,,,,,,,,recName,year,ccode,10.1177/00223433211047715,,20220308,
International Peace Institute Peacekeeping Database,international relations,http://www.providingforpeacekeeping.org/contributions/,"peacekeeping, personnel contributions",,1,1,1,1,1,1990,2018,online,no,,https://s3.amazonaws.com/ipi-pdf-document-store/ppp-papers/ipi_pub_ppp_coding_manual.pdf,https://s3.amazonaws.com/providing-for-peacekeeping-docs/data_tcc.csv,,,,,,Contributor,,,,,20191127,
International Political Economy Data Ressource,international relations,https://doi.org/10.7910/DVN/X093TV,"political economy, IPE, international political economy",,1,1,1,1,1,1789,2021,online,no,,,,,,,,,country,year,,10.1007/s11558-017-9285-0,10.7910/DVN/X093TV,20220619,
International Sanctions Termination,international relations,https://doi.org/10.7910/DVN/SVR5W7,"sanctions, termination, gradualism",,1,1,1,1,1,1990,2018,online,no,,,,,,,,,,,,10.1177/00223433221087080,10.7910/DVN/SVR5W7,20220829,
International Social Survey Programme,citizens,https://issp.org/,"government, inequality, religion, citizenship, environment",,1,1,1,1,1,1985,2020,online,yes,,,,,,,,,,,,,,20230515,
International Trade and Production Database for Estimation,economics,https://www.usitc.gov/data/gravity/itpde.htm,"domestic trade, internal trade, domestic national trade, gravity models of trade",,1,1,1,1,1,2000,2016,online,no,,,,,,,,,,,,10.1016/j.inteco.2020.08.001,,20220719,
Interstate War Battle dataset,international relations,https://doi.org/10.1177%2F0022343320913305,"battle, conflict, information, interstate war, ripeness theory, war",,1,1,1,1,1,1823,2003,online,no,,,,,,,,,attacker,startYear,,10.1177/0022343320913305,,20220315,
Interwar Debt,economics,https://www.imf.org/en/Publications/WP/Issues/2019/10/25/Instruments-of-Debtstruction-A-New-Database-of-Interwar-Debt-48689,"economic history, debt policy, public finance, macroeconomics",,1,1,1,1,1,1913,1946,online,no,,,,,,,,,,,,,,20191113,
Interwar Period International Trade in Arms data,international relations,https://doi.org/10.1177/00220027241228189,"weapons transfer, arms trade",,1,1,1,1,1,1920,1939,online,no,,,,,,,,,statename,year,,10.1177/00220027241228189,,20240121,
Investing in Education in Europe,citizens,https://search.gesis.org/research_data/ZA6961,"educational policy, mass political behaviour, social welfare policy",,0,0,0,0,1,2014,2014,online,"yes, registration",,,,,,,,,,,,,10.4232/1.13140,20200428,
Irish Demographic Polling Datasets,citizens,https://github.com/Irish-Dem-Polling/datasets,"opinion polls, demographics",IE,0,0,0,0,1,2011,2022,online,no,,,,,,,,,,,,,,20220619,
Irish National Election Study,citizens,http://www.tcd.ie/ines/index.php?action=download,,IE,0,0,0,0,1,2002,2007,online,no,,http://www.tcd.ie/ines/files/codebook_27_05_2009.pdf,,,,,,http://www.tcd.ie/ines/files/INESLong_Beta.zip,,ines,,,,20181218,Link to zip file is the Stata 10 long datafile
Irish Polling Indicator,citizens,https://www.pollingindicator.com/,opinion polls,IE,0,0,0,0,1,1982,2020,online,no,,,,,,,,,,,,10.1080/07907184.2016.1213719,10.7910/DVN/JJTPVQ,20200923,
Israel National Election Studies,citizens,https://socsci4.tau.ac.il/mu2/ines/,"political attitudes, political participation, socio-demographic characteristics",IL,0,0,0,0,1,1969,2022,online,no,,,,,,,,,,,,,,20230825,
Israel Polarization Panel Dataset,citizens,https://doi.org/10.7910/DVN/A6AA4X,"polarization, affective polarization",IL,0,0,0,0,1,2019,2021,online,no,,,,,,,,,,,,10.1016/j.electstud.2022.102512,10.7910/DVN/A6AA4X,20220930,
Issue Competition Comparative Project,citizens,https://cise.luiss.it/iccp/index.php/data/,"issue competition, twitter",,0,0,0,0,1,2017,2018,online,yes,,,,,,,,,,,,10.1080/01402382.2019.1655958,10.4232/1.13374,20191005,
Issue ownership,parties and politicians,https://henrikbechseeberg.weebly.com/datasets.html,"issue ownership, party, welfare, environment, unemployment",,0,0,0,0,1,1969,2015,online,no,,,https://henrikbechseeberg.weebly.com/uploads/1/2/9/6/129689480/issue_ownership_dec2019.csv,,,,,,,year,,,,20200116,
Italian National Election Studies,citizens,http://www.itanes.org/en/,"Political attitudes, voting behavior, political participation, socio-demographic characteristics",IT,0,0,0,0,1,1968,2016,online,request form,,,,,,,,,,,,,,20180401,
Jihadi Plots in Europe Dataset,international relations,https://doi.org/10.1177/00223433221123360,"terrorism, jihadi plots",,0,0,0,0,1,,,,,,,,,,,,,,,,10.1177/00223433221123360,,20230225,
Jihadi Plots in the West,international relations,https://hegghammer.com/resources/,"domestic fighting, foreign fighting",,0,0,0,0,1,1990,2010,online,no,,,,,,https://hegghammer.files.wordpress.com/2019/08/jpw-dataset-1.0.xls,,,Country,Year,,10.1017/S0003055412000615,,20210625,
Joint Military Exercises Dataset,international relations,https://doi.org/10.7910/DVN/HXQFHU,"military exercise, alliances, international cooperation",,1,1,1,1,1,1977,2016,online,no,,,,,,,,,countryName,startYear,,,10.7910/DVN/HXQFHU,20220107,
Jordà-Schularick-Taylor Macrohistory Database,economics,http://www.macrohistory.net/data/,"GDP, government revenue, money, interest rates, credit, asset prices, financial crisis",,1,1,1,1,1,1870,2020,online,no,,http://www.macrohistory.net/JST/JSTdocumentationR2.pdf,,http://www.macrohistory.net/JST/JSTdatasetR2.dta,,http://www.macrohistory.net/JST/JSTdatasetR2.xlsx,,,country,year,,,,20221208,
